eleccion_tipo,seccion_nombre,circuito_nombre,mesa_id,mesa_electores,agrupacion_nombre,votos_tipo,votos_cantidad
GENERAL,Comuna 06,71,2579,347,HACEMOS POR NUESTRO PAIS,POSITIVO,5
GENERAL,Comuna 06,71,2579,347,,EN BLANCO,5
GENERAL,Comuna 06,71,2579,347,,NULO,0
GENERAL,Comuna 06,71,2579,347,,IMPUGNADO,0
GENERAL,Comuna 06,71,2579,347,,RECURRIDO,0
GENERAL,Comuna 06,71,2579,347,,COMANDO,0
GENERAL,Comuna 06,71,2580,351,JUNTOS POR EL CAMBIO,POSITIVO,148
GENERAL,Comuna 06,71,2580,351,UNION POR LA PATRIA,POSITIVO,75
GENERAL,Comuna 06,71,2580,351,LA LIBERTAD AVANZA,POSITIVO,31
GENERAL,Comuna 06,71,2580,351,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,9
GENERAL,Comuna 06,71,2580,351,HACEMOS POR NUESTRO PAIS,POSITIVO,8
GENERAL,Comuna 06,71,2580,351,,EN BLANCO,1
GENERAL,Comuna 06,71,2580,351,,NULO,1
GENERAL,Comuna 06,71,2580,351,,IMPUGNADO,0
GENERAL,Comuna 06,71,2580,351,,RECURRIDO,0
GENERAL,Comuna 06,71,2580,351,,COMANDO,0
GENERAL,Comuna 06,71,2581,347,JUNTOS POR EL CAMBIO,POSITIVO,133
GENERAL,Comuna 06,71,2581,347,UNION POR LA PATRIA,POSITIVO,80
GENERAL,Comuna 06,71,2581,347,LA LIBERTAD AVANZA,POSITIVO,48
GENERAL,Comuna 06,71,2581,347,HACEMOS POR NUESTRO PAIS,POSITIVO,8
GENERAL,Comuna 06,71,2581,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,7
GENERAL,Comuna 06,71,2581,347,,EN BLANCO,4
GENERAL,Comuna 06,71,2581,347,,NULO,0
GENERAL,Comuna 06,71,2581,347,,IMPUGNADO,0
GENERAL,Comuna 06,71,2581,347,,RECURRIDO,0
GENERAL,Comuna 06,71,2581,347,,COMANDO,0
GENERAL,Comuna 06,71,2582,347,JUNTOS POR EL CAMBIO,POSITIVO,140
GENERAL,Comuna 06,71,2582,347,UNION POR LA PATRIA,POSITIVO,75
GENERAL,Comuna 06,71,2582,347,LA LIBERTAD AVANZA,POSITIVO,35
GENERAL,Comuna 06,71,2582,347,HACEMOS POR NUESTRO PAIS,POSITIVO,15
GENERAL,Comuna 06,71,2582,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,7
GENERAL,Comuna 06,71,2582,347,,EN BLANCO,3
GENERAL,Comuna 06,71,2582,347,,NULO,2
GENERAL,Comuna 06,71,2582,347,,IMPUGNADO,0
GENERAL,Comuna 06,71,2582,347,,RECURRIDO,0
GENERAL,Comuna 06,71,2582,347,,COMANDO,0
GENERAL,Comuna 06,71,2583,352,JUNTOS POR EL CAMBIO,POSITIVO,123
GENERAL,Comuna 06,71,2583,352,UNION POR LA PATRIA,POSITIVO,84
GENERAL,Comuna 06,71,2583,352,LA LIBERTAD AVANZA,POSITIVO,57
GENERAL,Comuna 06,71,2583,352,HACEMOS POR NUESTRO PAIS,POSITIVO,7
GENERAL,Comuna 06,71,2583,352,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,5
GENERAL,Comuna 06,71,2583,352,,EN BLANCO,7
GENERAL,Comuna 06,71,2583,352,,NULO,1
GENERAL,Comuna 06,71,2583,352,,IMPUGNADO,0
GENERAL,Comuna 06,71,2583,352,,RECURRIDO,0
GENERAL,Comuna 06,71,2583,352,,COMANDO,0
GENERAL,Comuna 06,71,2584,350,JUNTOS POR EL CAMBIO,POSITIVO,131
GENERAL,Comuna 06,71,2584,350,UNION POR LA PATRIA,POSITIVO,86
GENERAL,Comuna 06,71,2584,350,LA LIBERTAD AVANZA,POSITIVO,43
GENERAL,Comuna 06,71,2584,350,HACEMOS POR NUESTRO PAIS,POSITIVO,5
GENERAL,Comuna 06,71,2584,350,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,4
GENERAL,Comuna 06,71,2584,350,,EN BLANCO,5
GENERAL,Comuna 06,71,2584,350,,NULO,2
GENERAL,Comuna 06,71,2584,350,,IMPUGNADO,0
GENERAL,Comuna 06,71,2584,350,,RECURRIDO,0
GENERAL,Comuna 06,71,2584,350,,COMANDO,0
GENERAL,Comuna 06,71,2585,349,JUNTOS POR EL CAMBIO,POSITIVO,125
GENERAL,Comuna 06,71,2585,349,UNION POR LA PATRIA,POSITIVO,71
GENERAL,Comuna 06,71,2585,349,LA LIBERTAD AVANZA,POSITIVO,38
GENERAL,Comuna 06,71,2585,349,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,15
GENERAL,Comuna 06,71,2585,349,HACEMOS POR NUESTRO PAIS,POSITIVO,9
GENERAL,Comuna 06,71,2585,349,,EN BLANCO,6
GENERAL,Comuna 06,71,2585,349,,NULO,2
GENERAL,Comuna 06,71,2585,349,,IMPUGNADO,0
GENERAL,Comuna 06,71,2585,349,,RECURRIDO,0
GENERAL,Comuna 06,71,2585,349,,COMANDO,0
GENERAL,Comuna 06,71,2586,348,JUNTOS POR EL CAMBIO,POSITIVO,128
GENERAL,Comuna 06,71,2586,348,UNION POR LA PATRIA,POSITIVO,93
GENERAL,Comuna 06,71,2586,348,LA LIBERTAD AVANZA,POSITIVO,32
GENERAL,Comuna 06,71,2586,348,HACEMOS POR NUESTRO PAIS,POSITIVO,9
GENERAL,Comuna 06,71,2586,348,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,8
GENERAL,Comuna 06,71,2586,348,,EN BLANCO,4
GENERAL,Comuna 06,71,2586,348,,NULO,2
GENERAL,Comuna 06,71,2586,348,,IMPUGNADO,0
GENERAL,Comuna 06,71,2586,348,,RECURRIDO,0
GENERAL,Comuna 06,71,2586,348,,COMANDO,0
GENERAL,Comuna 06,71,2587,348,JUNTOS POR EL CAMBIO,POSITIVO,122
GENERAL,Comuna 06,71,2587,348,UNION POR LA PATRIA,POSITIVO,95
GENERAL,Comuna 06,71,2587,348,LA LIBERTAD AVANZA,POSITIVO,40
GENERAL,Comuna 06,71,2587,348,HACEMOS POR NUESTRO PAIS,POSITIVO,10
GENERAL,Comuna 06,71,2587,348,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,8
GENERAL,Comuna 06,71,2587,348,,EN BLANCO,6
GENERAL,Comuna 06,71,2587,348,,NULO,0
GENERAL,Comuna 06,71,2587,348,,IMPUGNADO,0
GENERAL,Comuna 06,71,2587,348,,RECURRIDO,0
GENERAL,Comuna 06,71,2587,348,,COMANDO,0
GENERAL,Comuna 06,71,2588,348,JUNTOS POR EL CAMBIO,POSITIVO,107
GENERAL,Comuna 06,71,2588,348,UNION POR LA PATRIA,POSITIVO,104
GENERAL,Comuna 06,71,2588,348,LA LIBERTAD AVANZA,POSITIVO,34
GENERAL,Comuna 06,71,2588,348,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,17
GENERAL,Comuna 06,71,2588,348,HACEMOS POR NUESTRO PAIS,POSITIVO,13
GENERAL,Comuna 06,71,2588,348,,EN BLANCO,3
GENERAL,Comuna 06,71,2588,348,,NULO,1
GENERAL,Comuna 06,71,2588,348,,IMPUGNADO,0
GENERAL,Comuna 06,71,2588,348,,RECURRIDO,0
GENERAL,Comuna 06,71,2588,348,,COMANDO,0
GENERAL,Comuna 06,71,2589,348,JUNTOS POR EL CAMBIO,POSITIVO,119
GENERAL,Comuna 06,71,2589,348,UNION POR LA PATRIA,POSITIVO,72
GENERAL,Comuna 06,71,2589,348,LA LIBERTAD AVANZA,POSITIVO,46
GENERAL,Comuna 06,71,2589,348,HACEMOS POR NUESTRO PAIS,POSITIVO,8
GENERAL,Comuna 06,71,2589,348,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,6
GENERAL,Comuna 06,71,2589,348,,EN BLANCO,25
GENERAL,Comuna 06,71,2589,348,,NULO,1
GENERAL,Comuna 06,71,2589,348,,IMPUGNADO,0
GENERAL,Comuna 06,71,2589,348,,RECURRIDO,0
GENERAL,Comuna 06,71,2589,348,,COMANDO,0
GENERAL,Comuna 06,71,2590,349,LA LIBERTAD AVANZA,POSITIVO,0
GENERAL,Comuna 06,71,2590,349,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,0
GENERAL,Comuna 06,71,2590,349,JUNTOS POR EL CAMBIO,POSITIVO,0
GENERAL,Comuna 06,71,2590,349,UNION POR LA PATRIA,POSITIVO,0
GENERAL,Comuna 06,71,2590,349,HACEMOS POR NUESTRO PAIS,POSITIVO,0
GENERAL,Comuna 06,71,2590,349,,EN BLANCO,0
GENERAL,Comuna 06,71,2590,349,,NULO,0
GENERAL,Comuna 06,71,2590,349,,IMPUGNADO,0
GENERAL,Comuna 06,71,2590,349,,RECURRIDO,0
GENERAL,Comuna 06,71,2590,349,,COMANDO,0
GENERAL,Comuna 06,71,2591,348,JUNTOS POR EL CAMBIO,POSITIVO,141
GENERAL,Comuna 06,71,2591,348,UNION POR LA PATRIA,POSITIVO,77
GENERAL,Comuna 06,71,2591,348,LA LIBERTAD AVANZA,POSITIVO,41
GENERAL,Comuna 06,71,2591,348,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,10
GENERAL,Comuna 06,71,2591,348,HACEMOS POR NUESTRO PAIS,POSITIVO,6
GENERAL,Comuna 06,71,2591,348,,EN BLANCO,0
GENERAL,Comuna 06,71,2591,348,,NULO,1
GENERAL,Comuna 06,71,2591,348,,IMPUGNADO,0
GENERAL,Comuna 06,71,2591,348,,RECURRIDO,0
GENERAL,Comuna 06,71,2591,348,,COMANDO,0
GENERAL,Comuna 06,71,2592,344,JUNTOS POR EL CAMBIO,POSITIVO,100
GENERAL,Comuna 06,71,2592,344,UNION POR LA PATRIA,POSITIVO,91
GENERAL,Comuna 06,71,2592,344,LA LIBERTAD AVANZA,POSITIVO,56
GENERAL,Comuna 06,71,2592,344,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,13
GENERAL,Comuna 06,71,2592,344,HACEMOS POR NUESTRO PAIS,POSITIVO,5
GENERAL,Comuna 06,71,2592,344,,EN BLANCO,6
GENERAL,Comuna 06,71,2592,344,,NULO,0
GENERAL,Comuna 06,71,2592,344,,IMPUGNADO,0
GENERAL,Comuna 06,71,2592,344,,RECURRIDO,0
GENERAL,Comuna 06,71,2592,344,,COMANDO,0
GENERAL,Comuna 06,71,2593,348,JUNTOS POR EL CAMBIO,POSITIVO,129
GENERAL,Comuna 06,71,2593,348,UNION POR LA PATRIA,POSITIVO,80
GENERAL,Comuna 06,71,2593,348,LA LIBERTAD AVANZA,POSITIVO,35
GENERAL,Comuna 06,71,2593,348,HACEMOS POR NUESTRO PAIS,POSITIVO,8
GENERAL,Comuna 06,71,2593,348,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,3
GENERAL,Comuna 06,71,2593,348,,EN BLANCO,4
GENERAL,Comuna 06,71,2593,348,,NULO,2
GENERAL,Comuna 06,71,2593,348,,IMPUGNADO,0
GENERAL,Comuna 06,71,2593,348,,RECURRIDO,0
GENERAL,Comuna 06,71,2593,348,,COMANDO,0
GENERAL,Comuna 06,71,2594,346,JUNTOS POR EL CAMBIO,POSITIVO,108
GENERAL,Comuna 06,71,2594,346,UNION POR LA PATRIA,POSITIVO,99
GENERAL,Comuna 06,71,2594,346,LA LIBERTAD AVANZA,POSITIVO,50
GENERAL,Comuna 06,71,2594,346,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,7
GENERAL,Comuna 06,71,2594,346,HACEMOS POR NUESTRO PAIS,POSITIVO,4
GENERAL,Comuna 06,71,2594,346,,EN BLANCO,1
GENERAL,Comuna 06,71,2594,346,,NULO,2
GENERAL,Comuna 06,71,2594,346,,IMPUGNADO,0
GENERAL,Comuna 06,71,2594,346,,RECURRIDO,0
GENERAL,Comuna 06,71,2594,346,,COMANDO,0
GENERAL,Comuna 06,71,2595,348,JUNTOS POR EL CAMBIO,POSITIVO,124
GENERAL,Comuna 06,71,2595,348,UNION POR LA PATRIA,POSITIVO,71
GENERAL,Comuna 06,71,2595,348,LA LIBERTAD AVANZA,POSITIVO,46
GENERAL,Comuna 06,71,2595,348,HACEMOS POR NUESTRO PAIS,POSITIVO,6
GENERAL,Comuna 06,71,2595,348,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,4
GENERAL,Comuna 06,71,2595,348,,EN BLANCO,13
GENERAL,Comuna 06,71,2595,348,,NULO,2
GENERAL,Comuna 06,71,2595,348,,IMPUGNADO,0
GENERAL,Comuna 06,71,2595,348,,RECURRIDO,0
GENERAL,Comuna 06,71,2595,348,,COMANDO,0
GENERAL,Comuna 06,71,2596,345,JUNTOS POR EL CAMBIO,POSITIVO,132
GENERAL,Comuna 06,71,2596,345,UNION POR LA PATRIA,POSITIVO,73
GENERAL,Comuna 06,71,2596,345,LA LIBERTAD AVANZA,POSITIVO,44
GENERAL,Comuna 06,71,2596,345,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,8
GENERAL,Comuna 06,71,2596,345,HACEMOS POR NUESTRO PAIS,POSITIVO,3
GENERAL,Comuna 06,71,2596,345,,EN BLANCO,1
GENERAL,Comuna 06,71,2596,345,,NULO,4
GENERAL,Comuna 06,71,2596,345,,IMPUGNADO,0
GENERAL,Comuna 06,71,2596,345,,RECURRIDO,0
GENERAL,Comuna 06,71,2596,345,,COMANDO,0
GENERAL,Comuna 06,71,2597,348,JUNTOS POR EL CAMBIO,POSITIVO,153
GENERAL,Comuna 06,71,2597,348,UNION POR LA PATRIA,POSITIVO,62
GENERAL,Comuna 06,71,2597,348,LA LIBERTAD AVANZA,POSITIVO,43
GENERAL,Comuna 06,71,2597,348,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,10
GENERAL,Comuna 06,71,2597,348,HACEMOS POR NUESTRO PAIS,POSITIVO,10
GENERAL,Comuna 06,71,2597,348,,EN BLANCO,3
GENERAL,Comuna 06,71,2597,348,,NULO,1
GENERAL,Comuna 06,71,2597,348,,IMPUGNADO,0
GENERAL,Comuna 06,71,2597,348,,RECURRIDO,0
GENERAL,Comuna 06,71,2597,348,,COMANDO,0
GENERAL,Comuna 06,71,2598,347,JUNTOS POR EL CAMBIO,POSITIVO,142
GENERAL,Comuna 06,71,2598,347,UNION POR LA PATRIA,POSITIVO,60
GENERAL,Comuna 06,71,2598,347,LA LIBERTAD AVANZA,POSITIVO,60
GENERAL,Comuna 06,71,2598,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,8
GENERAL,Comuna 06,71,2598,347,HACEMOS POR NUESTRO PAIS,POSITIVO,4
GENERAL,Comuna 06,71,2598,347,,EN BLANCO,3
GENERAL,Comuna 06,71,2598,347,,NULO,2
GENERAL,Comuna 06,71,2598,347,,IMPUGNADO,1
GENERAL,Comuna 06,71,2598,347,,RECURRIDO,0
GENERAL,Comuna 06,71,2598,347,,COMANDO,0
GENERAL,Comuna 06,71,2599,347,JUNTOS POR EL CAMBIO,POSITIVO,121
GENERAL,Comuna 06,71,2599,347,UNION POR LA PATRIA,POSITIVO,71
GENERAL,Comuna 06,71,2599,347,LA LIBERTAD AVANZA,POSITIVO,58
GENERAL,Comuna 06,71,2599,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,10
GENERAL,Comuna 06,71,2599,347,HACEMOS POR NUESTRO PAIS,POSITIVO,6
GENERAL,Comuna 06,71,2599,347,,EN BLANCO,4
GENERAL,Comuna 06,71,2599,347,,NULO,2
GENERAL,Comuna 06,71,2599,347,,IMPUGNADO,0
GENERAL,Comuna 06,71,2599,347,,RECURRIDO,0
GENERAL,Comuna 06,71,2599,347,,COMANDO,0
GENERAL,Comuna 06,71,2600,349,JUNTOS POR EL CAMBIO,POSITIVO,122
GENERAL,Comuna 06,71,2600,349,UNION POR LA PATRIA,POSITIVO,72
GENERAL,Comuna 06,71,2600,349,LA LIBERTAD AVANZA,POSITIVO,60
GENERAL,Comuna 06,71,2600,349,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,11
GENERAL,Comuna 06,71,2600,349,HACEMOS POR NUESTRO PAIS,POSITIVO,8
GENERAL,Comuna 06,71,2600,349,,EN BLANCO,1
GENERAL,Comuna 06,71,2600,349,,NULO,1
GENERAL,Comuna 06,71,2600,349,,IMPUGNADO,0
GENERAL,Comuna 06,71,2600,349,,RECURRIDO,0
GENERAL,Comuna 06,71,2600,349,,COMANDO,4
GENERAL,Comuna 06,71,2601,349,JUNTOS POR EL CAMBIO,POSITIVO,139
GENERAL,Comuna 06,71,2601,349,UNION POR LA PATRIA,POSITIVO,75
GENERAL,Comuna 06,71,2601,349,LA LIBERTAD AVANZA,POSITIVO,38
GENERAL,Comuna 06,71,2601,349,HACEMOS POR NUESTRO PAIS,POSITIVO,7
GENERAL,Comuna 06,71,2601,349,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,7
GENERAL,Comuna 06,71,2601,349,,EN BLANCO,3
GENERAL,Comuna 06,71,2601,349,,NULO,2
GENERAL,Comuna 06,71,2601,349,,IMPUGNADO,0
GENERAL,Comuna 06,71,2601,349,,RECURRIDO,0
GENERAL,Comuna 06,71,2601,349,,COMANDO,0
GENERAL,Comuna 06,71,2602,349,JUNTOS POR EL CAMBIO,POSITIVO,139
GENERAL,Comuna 06,71,2602,349,UNION POR LA PATRIA,POSITIVO,80
GENERAL,Comuna 06,71,2602,349,LA LIBERTAD AVANZA,POSITIVO,33
GENERAL,Comuna 06,71,2602,349,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,13
GENERAL,Comuna 06,71,2602,349,HACEMOS POR NUESTRO PAIS,POSITIVO,8
GENERAL,Comuna 06,71,2602,349,,EN BLANCO,1
GENERAL,Comuna 06,71,2602,349,,NULO,1
GENERAL,Comuna 06,71,2602,349,,IMPUGNADO,0
GENERAL,Comuna 06,71,2602,349,,RECURRIDO,0
GENERAL,Comuna 06,71,2602,349,,COMANDO,0
GENERAL,Comuna 06,71,2603,347,JUNTOS POR EL CAMBIO,POSITIVO,138
GENERAL,Comuna 06,71,2603,347,UNION POR LA PATRIA,POSITIVO,75
GENERAL,Comuna 06,71,2603,347,LA LIBERTAD AVANZA,POSITIVO,48
GENERAL,Comuna 06,71,2603,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,9
GENERAL,Comuna 06,71,2603,347,HACEMOS POR NUESTRO PAIS,POSITIVO,5
GENERAL,Comuna 06,71,2603,347,,EN BLANCO,4
GENERAL,Comuna 06,71,2603,347,,NULO,2
GENERAL,Comuna 06,71,2603,347,,IMPUGNADO,0
GENERAL,Comuna 06,71,2603,347,,RECURRIDO,0
GENERAL,Comuna 06,71,2603,347,,COMANDO,0
GENERAL,Comuna 06,71,2604,347,JUNTOS POR EL CAMBIO,POSITIVO,134
GENERAL,Comuna 06,71,2604,347,UNION POR LA PATRIA,POSITIVO,77
GENERAL,Comuna 06,71,2604,347,LA LIBERTAD AVANZA,POSITIVO,37
GENERAL,Comuna 06,71,2604,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,11
GENERAL,Comuna 06,71,2604,347,HACEMOS POR NUESTRO PAIS,POSITIVO,9
GENERAL,Comuna 06,71,2604,347,,EN BLANCO,1
GENERAL,Comuna 06,71,2604,347,,NULO,0
GENERAL,Comuna 06,71,2604,347,,IMPUGNADO,0
GENERAL,Comuna 06,71,2604,347,,RECURRIDO,0
GENERAL,Comuna 06,71,2604,347,,COMANDO,0
GENERAL,Comuna 06,71,2605,348,JUNTOS POR EL CAMBIO,POSITIVO,118
GENERAL,Comuna 06,71,2605,348,UNION POR LA PATRIA,POSITIVO,91
GENERAL,Comuna 06,71,2605,348,LA LIBERTAD AVANZA,POSITIVO,36
GENERAL,Comuna 06,71,2605,348,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,16
GENERAL,Comuna 06,71,2605,348,HACEMOS POR NUESTRO PAIS,POSITIVO,8
GENERAL,Comuna 06,71,2605,348,,EN BLANCO,5
GENERAL,Comuna 06,71,2605,348,,NULO,3
GENERAL,Comuna 06,71,2605,348,,IMPUGNADO,0
GENERAL,Comuna 06,71,2605,348,,RECURRIDO,0
GENERAL,Comuna 06,71,2605,348,,COMANDO,0
GENERAL,Comuna 06,71,2606,350,JUNTOS POR EL CAMBIO,POSITIVO,138
GENERAL,Comuna 06,71,2606,350,UNION POR LA PATRIA,POSITIVO,75
GENERAL,Comuna 06,71,2606,350,LA LIBERTAD AVANZA,POSITIVO,47
GENERAL,Comuna 06,71,2606,350,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,11
GENERAL,Comuna 06,71,2606,350,HACEMOS POR NUESTRO PAIS,POSITIVO,5
GENERAL,Comuna 06,71,2606,350,,EN BLANCO,3
GENERAL,Comuna 06,71,2606,350,,NULO,1
GENERAL,Comuna 06,71,2606,350,,IMPUGNADO,0
GENERAL,Comuna 06,71,2606,350,,RECURRIDO,0
GENERAL,Comuna 06,71,2606,350,,COMANDO,0
GENERAL,Comuna 06,71,2607,344,JUNTOS POR EL CAMBIO,POSITIVO,136
GENERAL,Comuna 06,71,2607,344,UNION POR LA PATRIA,POSITIVO,83
GENERAL,Comuna 06,71,2607,344,LA LIBERTAD AVANZA,POSITIVO,37
GENERAL,Comuna 06,71,2607,344,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,9
GENERAL,Comuna 06,71,2607,344,HACEMOS POR NUESTRO PAIS,POSITIVO,5
GENERAL,Comuna 06,71,2607,344,,EN BLANCO,2
GENERAL,Comuna 06,71,2607,344,,NULO,2
GENERAL,Comuna 06,71,2607,344,,IMPUGNADO,0
GENERAL,Comuna 06,71,2607,344,,RECURRIDO,0
GENERAL,Comuna 06,71,2607,344,,COMANDO,0
GENERAL,Comuna 06,71,2608,346,JUNTOS POR EL CAMBIO,POSITIVO,126
GENERAL,Comuna 06,71,2608,346,UNION POR LA PATRIA,POSITIVO,85
GENERAL,Comuna 06,71,2608,346,LA LIBERTAD AVANZA,POSITIVO,41
GENERAL,Comuna 06,71,2608,346,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,7
GENERAL,Comuna 06,71,2608,346,HACEMOS POR NUESTRO PAIS,POSITIVO,4
GENERAL,Comuna 06,71,2608,346,,EN BLANCO,3
GENERAL,Comuna 06,71,2608,346,,NULO,1
GENERAL,Comuna 06,71,2608,346,,IMPUGNADO,0
GENERAL,Comuna 06,71,2608,346,,RECURRIDO,0
GENERAL,Comuna 06,71,2608,346,,COMANDO,0
GENERAL,Comuna 06,71,2609,348,JUNTOS POR EL CAMBIO,POSITIVO,116
GENERAL,Comuna 06,71,2609,348,UNION POR LA PATRIA,POSITIVO,94
GENERAL,Comuna 06,71,2609,348,LA LIBERTAD AVANZA,POSITIVO,43
GENERAL,Comuna 06,71,2609,348,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,10
GENERAL,Comuna 06,71,2609,348,HACEMOS POR NUESTRO PAIS,POSITIVO,8
GENERAL,Comuna 06,71,2609,348,,EN BLANCO,3
GENERAL,Comuna 06,71,2609,348,,NULO,1
GENERAL,Comuna 06,71,2609,348,,IMPUGNADO,0
GENERAL,Comuna 06,71,2609,348,,RECURRIDO,0
GENERAL,Comuna 06,71,2609,348,,COMANDO,0
GENERAL,Comuna 06,71,2610,348,JUNTOS POR EL CAMBIO,POSITIVO,121
GENERAL,Comuna 06,71,2610,348,UNION POR LA PATRIA,POSITIVO,81
GENERAL,Comuna 06,71,2610,348,LA LIBERTAD AVANZA,POSITIVO,59
GENERAL,Comuna 06,71,2610,348,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,13
GENERAL,Comuna 06,71,2610,348,HACEMOS POR NUESTRO PAIS,POSITIVO,5
GENERAL,Comuna 06,71,2610,348,,EN BLANCO,2
GENERAL,Comuna 06,71,2610,348,,NULO,1
GENERAL,Comuna 06,71,2610,348,,IMPUGNADO,0
GENERAL,Comuna 06,71,2610,348,,RECURRIDO,0
GENERAL,Comuna 06,71,2610,348,,COMANDO,0
GENERAL,Comuna 06,71,2611,349,JUNTOS POR EL CAMBIO,POSITIVO,121
GENERAL,Comuna 06,71,2611,349,UNION POR LA PATRIA,POSITIVO,85
GENERAL,Comuna 06,71,2611,349,LA LIBERTAD AVANZA,POSITIVO,40
GENERAL,Comuna 06,71,2611,349,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,16
GENERAL,Comuna 06,71,2611,349,HACEMOS POR NUESTRO PAIS,POSITIVO,11
GENERAL,Comuna 06,71,2611,349,,EN BLANCO,1
GENERAL,Comuna 06,71,2611,349,,NULO,3
GENERAL,Comuna 06,71,2611,349,,IMPUGNADO,0
GENERAL,Comuna 06,71,2611,349,,RECURRIDO,3
GENERAL,Comuna 06,71,2611,349,,COMANDO,0
GENERAL,Comuna 06,71,2612,348,JUNTOS POR EL CAMBIO,POSITIVO,118
GENERAL,Comuna 06,71,2612,348,UNION POR LA PATRIA,POSITIVO,86
GENERAL,Comuna 06,71,2612,348,LA LIBERTAD AVANZA,POSITIVO,43
GENERAL,Comuna 06,71,2612,348,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,17
GENERAL,Comuna 06,71,2612,348,HACEMOS POR NUESTRO PAIS,POSITIVO,7
GENERAL,Comuna 06,71,2612,348,,EN BLANCO,4
GENERAL,Comuna 06,71,2612,348,,NULO,1
GENERAL,Comuna 06,71,2612,348,,IMPUGNADO,0
GENERAL,Comuna 06,71,2612,348,,RECURRIDO,0
GENERAL,Comuna 06,71,2612,348,,COMANDO,0
GENERAL,Comuna 06,71,2613,352,JUNTOS POR EL CAMBIO,POSITIVO,127
GENERAL,Comuna 06,71,2613,352,UNION POR LA PATRIA,POSITIVO,83
GENERAL,Comuna 06,71,2613,352,LA LIBERTAD AVANZA,POSITIVO,54
GENERAL,Comuna 06,71,2613,352,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,6
GENERAL,Comuna 06,71,2613,352,HACEMOS POR NUESTRO PAIS,POSITIVO,3
GENERAL,Comuna 06,71,2613,352,,EN BLANCO,7
GENERAL,Comuna 06,71,2613,352,,NULO,1
GENERAL,Comuna 06,71,2613,352,,IMPUGNADO,0
GENERAL,Comuna 06,71,2613,352,,RECURRIDO,0
GENERAL,Comuna 06,71,2613,352,,COMANDO,2
GENERAL,Comuna 06,71,2614,343,JUNTOS POR EL CAMBIO,POSITIVO,141
GENERAL,Comuna 06,71,2614,343,UNION POR LA PATRIA,POSITIVO,87
GENERAL,Comuna 06,71,2614,343,LA LIBERTAD AVANZA,POSITIVO,43
GENERAL,Comuna 06,71,2614,343,HACEMOS POR NUESTRO PAIS,POSITIVO,7
GENERAL,Comuna 06,71,2614,343,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,5
GENERAL,Comuna 06,71,2614,343,,EN BLANCO,1
GENERAL,Comuna 06,71,2614,343,,NULO,2
GENERAL,Comuna 06,71,2614,343,,IMPUGNADO,0
